message,label
You have an unpaid invoice of $3557. Pay now: http://bit.ly/9629,fraud
Reminder: Your appointment is scheduled for 7460.,safe
Reminder: Your appointment is scheduled for 9617.,safe
Your package with tracking number 256 is in transit.,safe
Your bank account ending with 2036 has been credited with $December.,safe
Your account statement for 2813 is now available.,safe
Your order #8223 has been shipped.,safe
Your order #3085 has been shipped.,safe
Your account has been compromised. Verify now: 3466,fraud
Thank you for your payment of $1917.,safe
Payment of $8815 was successfully processed.,safe
Your bank account ending with 8275 has been credited with $August.,safe
Your order #7811 has been shipped.,safe
Your subscription for 427 has been renewed.,safe
Your account has been compromised. Verify now: 3828,fraud
You received a prize of $4930. Visit http://bit.ly/3777 to claim it.,fraud
Reminder: Your appointment is scheduled for 7541.,safe
Thank you for your payment of $865.,safe
Your bank account ending with 6264 has been credited with $October.,safe
Your account statement for 9828 is now available.,safe
Reminder: Your appointment is scheduled for 8037.,safe
Your OTP is 1191. Please do not share it with anyone.,safe
You received a prize of $3090. Visit http://bit.ly/5425 to claim it.,fraud
Your order #2700 has been shipped.,safe
Your subscription for 7148 has been renewed.,safe
Congratulations! You won $2617. Click here to claim: http://bit.ly/9793,fraud
Thank you for your payment of $2005.,safe
Your order #8904 has been shipped.,safe
You have an unpaid invoice of $4055. Pay now: http://bit.ly/5016,fraud
You have an unpaid invoice of $3968. Pay now: http://bit.ly/1718,fraud
Unauthorized login attempt detected. Verify your account: 4679,fraud
You received a prize of $4405. Visit http://bit.ly/3309 to claim it.,fraud
Congratulations! You won $4636. Click here to claim: http://bit.ly/3392,fraud
Thank you for your payment of $8211.,safe
Your bill of $502 is due on December.,safe
Account suspension notice! Click 4209 to reactivate.,fraud
You have an unpaid invoice of $1595. Pay now: http://bit.ly/2784,fraud
Your order #254 has been shipped.,safe
Your order #1430 has been shipped.,safe
Thank you for your payment of $5994.,safe
Win a new iPhone! Click 567 to enter.,fraud
Your OTP is 1309. Please do not share it with anyone.,safe
Your bank account ending with 7031 has been credited with $August.,safe
Your account statement for 1466 is now available.,safe
You received a prize of $4820. Visit http://bit.ly/3823 to claim it.,fraud
Your order #7902 has been shipped.,safe
Your account has been compromised. Verify now: 4291,fraud
Your account has been compromised. Verify now: 3974,fraud
Unauthorized login attempt detected. Verify your account: 3620,fraud
You have an unpaid invoice of $1410. Pay now: http://bit.ly/9030,fraud
Confirm your password immediately: 1631,fraud
Your bill of $1353 is due on November.,safe
Congratulations! You won $4923. Click here to claim: http://bit.ly/2853,fraud
You have an unpaid invoice of $675. Pay now: http://bit.ly/9106,fraud
Reminder: Your appointment is scheduled for 3772.,safe
Thank you for your payment of $8622.,safe
Your order #2045 has been shipped.,safe
Your bank account ending with 4418 has been credited with $October.,safe
Win a new iPhone! Click 1895 to enter.,fraud
Confirm your password immediately: 3751,fraud
Payment of $1759 was successfully processed.,safe
Win a new iPhone! Click 4828 to enter.,fraud
Thank you for your payment of $804.,safe
Thank you for your payment of $5818.,safe
Urgent! Your credit card will be blocked. Action required: 3201,fraud
Urgent! Your credit card will be blocked. Action required: 1796,fraud
Urgent! Your credit card will be blocked. Action required: 1832,fraud
Payment of $4848 was successfully processed.,safe
Your OTP is 2225. Please do not share it with anyone.,safe
Reminder: Your appointment is scheduled for 7775.,safe
Your order #1276 has been shipped.,safe
Your account has been compromised. Verify now: 261,fraud
Reminder: Your appointment is scheduled for 5212.,safe
You have an unpaid invoice of $4003. Pay now: http://bit.ly/5412,fraud
Urgent! Your credit card will be blocked. Action required: 2975,fraud
Reminder: Your appointment is scheduled for 4824.,safe
Unauthorized login attempt detected. Verify your account: 2632,fraud
Unauthorized login attempt detected. Verify your account: 3210,fraud
Your bill of $9683 is due on October.,safe
Urgent! Your credit card will be blocked. Action required: 3595,fraud
Congratulations! You won $3971. Click here to claim: http://bit.ly/7194,fraud
Reminder: Your appointment is scheduled for 7483.,safe
Urgent! Your credit card will be blocked. Action required: 4211,fraud
Your bank account ending with 7737 has been credited with $August.,safe
Thank you for your payment of $237.,safe
Account suspension notice! Click 4920 to reactivate.,fraud
Your account statement for 8550 is now available.,safe
Your bill of $8015 is due on October.,safe
Confirm your password immediately: 180,fraud
Payment of $8578 was successfully processed.,safe
Your account has been compromised. Verify now: 2813,fraud
Your bill of $779 is due on December.,safe
You received a prize of $4069. Visit http://bit.ly/2169 to claim it.,fraud
Your account statement for 3103 is now available.,safe
Reminder: Your appointment is scheduled for 7144.,safe
Unauthorized login attempt detected. Verify your account: 3869,fraud
Unauthorized login attempt detected. Verify your account: 4277,fraud
Urgent! Your credit card will be blocked. Action required: 4780,fraud
You received a prize of $1761. Visit http://bit.ly/6799 to claim it.,fraud
Thank you for your payment of $6051.,safe
Your account has been compromised. Verify now: 2403,fraud
Unauthorized login attempt detected. Verify your account: 4200,fraud
Win a new iPhone! Click 1720 to enter.,fraud
Your bank account ending with 818 has been credited with $September.,safe
Your bank account ending with 8947 has been credited with $October.,safe
Your account statement for 6113 is now available.,safe
Your bill of $6827 is due on August.,safe
Reminder: Your appointment is scheduled for 6413.,safe
Your OTP is 8691. Please do not share it with anyone.,safe
Your account has been compromised. Verify now: 1327,fraud
Your account statement for 8636 is now available.,safe
Unauthorized login attempt detected. Verify your account: 4768,fraud
Reminder: Your appointment is scheduled for 4907.,safe
Payment of $7274 was successfully processed.,safe
Your package with tracking number 3367 is in transit.,safe
Your bill of $2362 is due on September.,safe
Account suspension notice! Click 2192 to reactivate.,fraud
Your subscription for 6037 has been renewed.,safe
Thank you for your payment of $5575.,safe
Payment of $5311 was successfully processed.,safe
Your bank account ending with 3913 has been credited with $November.,safe
Confirm your password immediately: 374,fraud
Congratulations! You won $2857. Click here to claim: http://bit.ly/7646,fraud
Your order #6456 has been shipped.,safe
Reminder: Your appointment is scheduled for 5182.,safe
Your bill of $6744 is due on November.,safe
Thank you for your payment of $5300.,safe
Congratulations! You won $3178. Click here to claim: http://bit.ly/5488,fraud
You have an unpaid invoice of $988. Pay now: http://bit.ly/8933,fraud
Congratulations! You won $3570. Click here to claim: http://bit.ly/5172,fraud
Your OTP is 2536. Please do not share it with anyone.,safe
Confirm your password immediately: 1611,fraud
Your package with tracking number 5483 is in transit.,safe
Your bank account ending with 7359 has been credited with $December.,safe
Your bank account ending with 5073 has been credited with $September.,safe
Account suspension notice! Click 2447 to reactivate.,fraud
Your bank account ending with 9741 has been credited with $November.,safe
Your account has been compromised. Verify now: 2601,fraud
Confirm your password immediately: 4317,fraud
Congratulations! You won $1588. Click here to claim: http://bit.ly/7395,fraud
Congratulations! You won $1569. Click here to claim: http://bit.ly/9056,fraud
You are selected for a loan of $2391. Apply here: http://bit.ly/1466,fraud
Your OTP is 732. Please do not share it with anyone.,safe
Urgent! Your credit card will be blocked. Action required: 1042,fraud
Thank you for your payment of $7005.,safe
Your subscription for 3357 has been renewed.,safe
Your account statement for 1843 is now available.,safe
Unauthorized login attempt detected. Verify your account: 642,fraud
Your account has been compromised. Verify now: 3855,fraud
Congratulations! You won $1424. Click here to claim: http://bit.ly/4501,fraud
Your bank account ending with 6012 has been credited with $December.,safe
Your account statement for 4954 is now available.,safe
Your order #7606 has been shipped.,safe
Your package with tracking number 8386 is in transit.,safe
Confirm your password immediately: 4996,fraud
Your package with tracking number 4763 is in transit.,safe
Confirm your password immediately: 2294,fraud
You received a prize of $4504. Visit http://bit.ly/8751 to claim it.,fraud
You are selected for a loan of $4570. Apply here: http://bit.ly/6755,fraud
You received a prize of $1803. Visit http://bit.ly/6308 to claim it.,fraud
Congratulations! You won $352. Click here to claim: http://bit.ly/4863,fraud
You received a prize of $3686. Visit http://bit.ly/8483 to claim it.,fraud
Congratulations! You won $404. Click here to claim: http://bit.ly/2223,fraud
You are selected for a loan of $3869. Apply here: http://bit.ly/1081,fraud
Congratulations! You won $3437. Click here to claim: http://bit.ly/4542,fraud
Your order #2047 has been shipped.,safe
Win a new iPhone! Click 4160 to enter.,fraud
Payment of $7089 was successfully processed.,safe
Confirm your password immediately: 665,fraud
You received a prize of $3535. Visit http://bit.ly/7683 to claim it.,fraud
Your account statement for 414 is now available.,safe
Congratulations! You won $1451. Click here to claim: http://bit.ly/5352,fraud
Unauthorized login attempt detected. Verify your account: 3912,fraud
Reminder: Your appointment is scheduled for 5245.,safe
Your subscription for 919 has been renewed.,safe
Payment of $5974 was successfully processed.,safe
Reminder: Your appointment is scheduled for 2092.,safe
Your OTP is 5304. Please do not share it with anyone.,safe
Confirm your password immediately: 3031,fraud
You are selected for a loan of $3559. Apply here: http://bit.ly/9496,fraud
Account suspension notice! Click 294 to reactivate.,fraud
Your account statement for 7452 is now available.,safe
Payment of $9045 was successfully processed.,safe
Congratulations! You won $4383. Click here to claim: http://bit.ly/3774,fraud
Account suspension notice! Click 921 to reactivate.,fraud
Your bill of $7746 is due on November.,safe
Your OTP is 3965. Please do not share it with anyone.,safe
Reminder: Your appointment is scheduled for 3658.,safe
Your account statement for 249 is now available.,safe
